CMDLINE C:\Programming\anaconda3\envs\cuda5\python.exe exec_reg_freesolv.py
MEM 1169.437500 1742662703.9338
MEM 1169.437500 1742662704.0474
MEM 1169.500000 1742662704.1581
MEM 1169.500000 1742662704.2695
MEM 1169.500000 1742662704.3804
MEM 1169.500000 1742662704.4910
MEM 1169.500000 1742662704.6030
MEM 1169.500000 1742662704.7141
MEM 1169.500000 1742662704.8244
MEM 1169.511719 1742662704.9344
MEM 1169.785156 1742662705.0466
MEM 1169.847656 1742662705.1567
MEM 1169.847656 1742662705.2673
MEM 1169.847656 1742662705.3808
MEM 1169.847656 1742662705.4926
MEM 1169.847656 1742662705.6035
MEM 1169.847656 1742662705.7145
MEM 1169.847656 1742662705.8264
MEM 1169.847656 1742662705.9365
MEM 1169.847656 1742662706.0484
MEM 1169.855469 1742662706.1598
MEM 1169.855469 1742662706.2713
MEM 1169.855469 1742662706.3823
MEM 1169.855469 1742662706.4926
MEM 1169.855469 1742662706.5970
MEM 1169.855469 1742662706.7085
MEM 1169.855469 1742662706.8154
MEM 1169.855469 1742662706.9273
MEM 1169.855469 1742662707.0386
MEM 1169.855469 1742662707.1513
MEM 1169.855469 1742662707.2518
MEM 1169.855469 1742662707.3523
MEM 1169.855469 1742662707.4544
MEM 1169.855469 1742662707.5686
MEM 1169.855469 1742662707.6699
MEM 1169.855469 1742662707.7837
MEM 1169.855469 1742662707.8849
MEM 1169.855469 1742662707.9887
MEM 1169.855469 1742662708.1021
MEM 1169.855469 1742662708.2042
MEM 1169.855469 1742662708.3171
MEM 1169.855469 1742662708.4195
MEM 1169.855469 1742662708.5316
MEM 1169.855469 1742662708.6427
MEM 1169.855469 1742662708.7527
MEM 1169.855469 1742662708.8641
MEM 1169.855469 1742662708.9751
MEM 1169.855469 1742662709.0826
MEM 1169.855469 1742662709.1836
MEM 1169.855469 1742662709.2836
MEM 1169.855469 1742662709.3948
MEM 1169.855469 1742662709.5067
MEM 1169.855469 1742662709.6178
MEM 1169.855469 1742662709.7291
MEM 1169.855469 1742662709.8404
MEM 1169.855469 1742662709.9510
MEM 1169.855469 1742662710.0625
MEM 1169.855469 1742662710.1745
MEM 1169.855469 1742662710.2864
MEM 1169.855469 1742662710.3978
MEM 1169.855469 1742662710.5006
MEM 1169.855469 1742662710.6135
MEM 1169.855469 1742662710.7244
MEM 1169.855469 1742662710.8359
MEM 1169.855469 1742662710.9466
MEM 1169.855469 1742662711.0592
MEM 1169.855469 1742662711.1699
MEM 1169.855469 1742662711.2805
MEM 1169.855469 1742662711.3827
MEM 1169.855469 1742662711.4953
MEM 1169.855469 1742662711.6066
MEM 1169.855469 1742662711.7176
MEM 1169.855469 1742662711.8284
MEM 1169.855469 1742662711.9391
MEM 1169.855469 1742662712.0508
MEM 1169.855469 1742662712.1623
MEM 1169.855469 1742662712.2736
MEM 1169.855469 1742662712.3845
MEM 1169.855469 1742662712.4955
MEM 1169.855469 1742662712.6074
MEM 1169.855469 1742662712.7192
MEM 1169.855469 1742662712.8314
MEM 1169.855469 1742662712.9428
MEM 1169.855469 1742662713.0510
MEM 1169.855469 1742662713.1618
MEM 1169.855469 1742662713.2665
MEM 1169.855469 1742662713.3764
MEM 1169.855469 1742662713.4859
MEM 1169.855469 1742662713.5981
MEM 1169.855469 1742662713.7093
MEM 1169.855469 1742662713.8178
MEM 1169.855469 1742662713.9187
MEM 1169.855469 1742662714.0206
MEM 1169.855469 1742662714.1206
MEM 1169.855469 1742662714.2207
MEM 1169.855469 1742662714.3208
MEM 1169.917969 1742662714.4209
MEM 1169.917969 1742662714.5331
MEM 1169.917969 1742662714.6333
MEM 1169.917969 1742662714.7346
MEM 1169.917969 1742662714.8503
MEM 1169.917969 1742662714.9515
MEM 1169.917969 1742662715.0517
MEM 1169.917969 1742662715.1661
MEM 1169.917969 1742662715.2669
MEM 1169.917969 1742662715.3675
MEM 1169.917969 1742662715.4786
MEM 1169.917969 1742662715.5845
MEM 1169.917969 1742662715.6853
MEM 1169.917969 1742662715.7874
MEM 1169.917969 1742662715.8996
MEM 1169.917969 1742662715.9998
MEM 1169.917969 1742662716.1009
MEM 1169.917969 1742662716.2010
MEM 1169.917969 1742662716.3016
MEM 1169.917969 1742662716.4050
MEM 1169.917969 1742662716.5069
MEM 1169.917969 1742662716.6156
MEM 1169.917969 1742662716.7177
MEM 1169.917969 1742662716.8184
MEM 1169.917969 1742662716.9316
MEM 1169.917969 1742662717.0345
MEM 1169.917969 1742662717.1347
MEM 1169.917969 1742662717.2371
MEM 1169.917969 1742662717.3477
MEM 1169.917969 1742662717.4516
MEM 1169.917969 1742662717.5653
MEM 1169.917969 1742662717.6689
MEM 1169.917969 1742662717.7830
MEM 1169.917969 1742662717.8831
MEM 1169.917969 1742662717.9986
MEM 1169.917969 1742662718.1030
MEM 1169.917969 1742662718.2167
MEM 1169.917969 1742662718.3174
MEM 1169.917969 1742662718.4184
MEM 1169.917969 1742662718.5199
MEM 1169.917969 1742662718.6201
MEM 1169.917969 1742662718.7336
MEM 1169.917969 1742662718.8355
MEM 1169.917969 1742662718.9356
MEM 1169.917969 1742662719.0514
MEM 1169.917969 1742662719.1634
MEM 1169.917969 1742662719.2652
MEM 1169.917969 1742662719.3677
MEM 1169.917969 1742662719.4684
MEM 1169.917969 1742662719.5835
FUNC model.Outer_EGCN_elastic.forward 709.1211 1742662680.0536 1024.3750 1742662681.2409 0
FUNC model.Outer_EGCN_elastic.forward 1168.0352 1742662681.3041 1167.9883 1742662682.3104 0
FUNC model.Outer_EGCN_elastic.forward 1168.0352 1742662682.3262 1167.8750 1742662683.3459 0
FUNC model.Outer_EGCN_elastic.forward 1167.9375 1742662683.3615 1168.0078 1742662684.3665 0
FUNC model.Outer_EGCN_elastic.forward 1168.0430 1742662684.3825 1168.0430 1742662685.3898 0
FUNC model.Outer_EGCN_elastic.forward 1168.4258 1742662685.4102 1168.4336 1742662686.4291 0
FUNC model.Outer_EGCN_elastic.forward 1168.4375 1742662686.4488 1168.5117 1742662687.4678 0
FUNC model.Outer_EGCN_elastic.forward 1168.5312 1742662687.4835 1168.5547 1742662688.5059 0
FUNC model.Outer_EGCN_elastic.forward 1168.5586 1742662688.5305 1168.5625 1742662689.5463 0
FUNC model.Outer_EGCN_elastic.forward 1168.6367 1742662689.5651 1168.6367 1742662690.5841 0
FUNC model.Outer_EGCN_elastic.forward 1168.8984 1742662690.6001 1168.9141 1742662691.6249 0
FUNC model.Outer_EGCN_elastic.forward 1168.9141 1742662691.6351 1168.9141 1742662692.6609 0
FUNC model.Outer_EGCN_elastic.forward 1168.9766 1742662692.6765 1168.9844 1742662693.6998 0
FUNC model.Outer_EGCN_elastic.forward 1168.9844 1742662693.7122 1168.9844 1742662694.7390 0
FUNC model.Outer_EGCN_elastic.forward 1169.0469 1742662694.7520 1169.0469 1742662695.7792 0
FUNC model.Outer_EGCN_elastic.forward 1169.0469 1742662695.7968 1169.0508 1742662696.8155 0
FUNC model.Outer_EGCN_elastic.forward 1169.0508 1742662696.8281 1169.0508 1742662697.8518 0
FUNC model.Outer_EGCN_elastic.forward 1169.0703 1742662697.8616 1169.0820 1742662698.8859 0
FUNC model.Outer_EGCN_elastic.forward 1169.1094 1742662698.8972 1169.2383 1742662699.9202 0
FUNC model.Outer_EGCN_elastic.forward 1169.3086 1742662699.9293 1169.3086 1742662700.9579 0
FUNC model.Outer_EGCN_elastic.forward 1169.4375 1742662700.9855 1169.4375 1742662702.0108 0
FUNC model.Outer_EGCN_elastic.forward 1169.4375 1742662702.0304 1169.4375 1742662703.0588 0
FUNC model.Outer_EGCN_elastic.forward 1169.4375 1742662703.0680 1169.4375 1742662704.0795 0
FUNC model.Outer_EGCN_elastic.forward 1169.4375 1742662704.0863 1169.7852 1742662705.1094 0
FUNC model.Outer_EGCN_elastic.forward 1169.7852 1742662705.1169 1169.8477 1742662706.1283 0
FUNC model.Outer_EGCN_elastic.forward 1169.8477 1742662706.1390 1169.8555 1742662707.1688 0
FUNC model.Outer_EGCN_elastic.forward 1169.8555 1742662707.1796 1169.8555 1742662708.2042 0
FUNC model.Outer_EGCN_elastic.forward 1169.8555 1742662708.2241 1169.8555 1742662709.2364 0
FUNC model.Outer_EGCN_elastic.forward 1169.8555 1742662709.2484 1169.8555 1742662710.2703 0
FUNC model.Outer_EGCN_elastic.forward 1169.8555 1742662710.2786 1169.8555 1742662711.2965 0
FUNC model.Outer_EGCN_elastic.forward 1169.8555 1742662711.3074 1169.8555 1742662712.3212 0
FUNC model.Outer_EGCN_elastic.forward 1169.8555 1742662712.3296 1169.8555 1742662713.3452 0
FUNC model.Outer_EGCN_elastic.forward 1169.8555 1742662713.3549 1169.8555 1742662714.3715 0
FUNC model.Outer_EGCN_elastic.forward 1169.9180 1742662714.3798 1169.9180 1742662715.4340 0
FUNC model.Outer_EGCN_elastic.forward 1169.9180 1742662715.4404 1169.9180 1742662716.4589 0
FUNC model.Outer_EGCN_elastic.forward 1169.9180 1742662716.4630 1169.9180 1742662717.4863 0
FUNC model.Outer_EGCN_elastic.forward 1169.9180 1742662717.4952 1169.9180 1742662718.5185 0
FUNC model.Outer_EGCN_elastic.forward 1169.9180 1742662718.5256 1169.9180 1742662719.5519 0
FUNC model.Outer_EGCN_elastic.forward 1169.9180 1742662719.5595 1169.9180 1742662720.5740 0
FUNC model.Outer_EGCN_elastic.forward 1169.9180 1742662720.5820 1169.9180 1742662721.5981 0
FUNC .integrating 972.5391 1742662680.2027 976.4492 1742662680.2046 1
FUNC .integrating 1167.9883 1742662681.3041 1167.9883 1742662681.3041 1
FUNC .integrating 1167.5625 1742662682.3333 1167.5625 1742662682.3333 1
FUNC .integrating 1168.0078 1742662683.3615 1168.0078 1742662683.3615 1
FUNC .integrating 1168.0430 1742662684.3825 1168.0430 1742662684.3825 1
FUNC .integrating 1168.4336 1742662685.4234 1168.4336 1742662685.4234 1
FUNC .integrating 1168.5117 1742662686.4606 1168.5117 1742662686.4606 1
FUNC .integrating 1168.5547 1742662687.4996 1168.5547 1742662687.4996 1
FUNC .integrating 1168.5625 1742662688.5375 1168.5625 1742662688.5375 1
FUNC .integrating 1168.6367 1742662689.5779 1168.6367 1742662689.5779 1
FUNC .integrating 1168.8984 1742662690.6169 1168.8984 1742662690.6169 1
FUNC .integrating 1168.9141 1742662691.6466 1168.9141 1742662691.6466 1
FUNC .integrating 1168.9844 1742662692.6904 1168.9844 1742662692.6904 1
FUNC .integrating 1168.9844 1742662693.7242 1168.9844 1742662693.7242 1
FUNC .integrating 1169.0469 1742662694.7648 1169.0469 1742662694.7648 1
FUNC .integrating 1169.0508 1742662695.8069 1169.0508 1742662695.8069 1
FUNC .integrating 1169.0508 1742662696.8416 1169.0508 1742662696.8416 1
FUNC .integrating 1169.0820 1742662697.8796 1169.0820 1742662697.8796 1
FUNC .integrating 1169.2383 1742662698.9111 1169.2383 1742662698.9111 1
FUNC .integrating 1169.3086 1742662699.9436 1169.3086 1742662699.9436 1
FUNC .integrating 1169.4375 1742662701.0007 1169.4375 1742662701.0007 1
FUNC .integrating 1169.4375 1742662702.0462 1169.4375 1742662702.0462 1
FUNC .integrating 1169.4375 1742662703.0782 1169.4375 1742662703.0782 1
FUNC .integrating 1169.5000 1742662704.0953 1169.5000 1742662704.0953 1
FUNC .integrating 1169.8477 1742662705.1249 1169.8477 1742662705.1269 1
FUNC .integrating 1169.8555 1742662706.1555 1169.8555 1742662706.1555 1
FUNC .integrating 1169.8555 1742662707.1927 1169.8555 1742662707.1927 1
FUNC .integrating 1169.8555 1742662708.2348 1169.8555 1742662708.2348 1
FUNC .integrating 1169.8555 1742662709.2656 1169.8555 1742662709.2656 1
FUNC .integrating 1169.8555 1742662710.2917 1169.8555 1742662710.2917 1
FUNC .integrating 1169.8555 1742662711.3184 1169.8555 1742662711.3184 1
FUNC .integrating 1169.8555 1742662712.3429 1169.8555 1742662712.3429 1
FUNC .integrating 1169.8555 1742662713.3703 1169.8555 1742662713.3703 1
FUNC .integrating 1169.9180 1742662714.4176 1169.9180 1742662714.4176 1
FUNC .integrating 1169.9180 1742662715.4579 1169.9180 1742662715.4579 1
FUNC .integrating 1169.9180 1742662716.4788 1169.9180 1742662716.4788 1
FUNC .integrating 1169.9180 1742662717.5134 1169.9180 1742662717.5134 1
FUNC .integrating 1169.9180 1742662718.5418 1169.9180 1742662718.5418 1
FUNC .integrating 1169.9180 1742662719.5738 1169.9180 1742662719.5738 1
FUNC .integrating 1169.9180 1742662720.5970 1169.9180 1742662720.5970 1
MEM 1169.917969 1742662719.6841
MEM 1169.917969 1742662719.7846
MEM 1169.917969 1742662719.8852
MEM 1169.917969 1742662719.9871
MEM 1169.917969 1742662720.0892
MEM 1169.917969 1742662720.1911
MEM 1169.917969 1742662720.3001
MEM 1169.917969 1742662720.4009
MEM 1169.917969 1742662720.5019
MEM 1169.917969 1742662720.6019
MEM 1169.917969 1742662720.7033
MEM 1169.917969 1742662720.8037
MEM 1169.917969 1742662720.9041
MEM 1169.917969 1742662721.0165
MEM 1169.917969 1742662721.1178
MEM 1169.917969 1742662721.2184
MEM 1169.917969 1742662721.3188
MEM 1169.917969 1742662721.4209
MEM 1169.917969 1742662721.5349
MEM 1169.980469 1742662721.6361
MEM 1169.992188 1742662721.7392
MEM 1169.527344 1742662721.8399
MEM 1162.128906 1742662721.9495
MEM 830.675781 1742662722.0599
